Actual values,Predicted values 
"[16.52199935913086, 17.534000396728516, 17.288000106811523, 16.722000122070312, 16.30299949645996, 17.434999465942383, 17.33099937438965, 17.81399917602539, 17.375999450683594, 16.826000213623047, 17.19499969482422, 17.386999130249023, 17.19499969482422, 16.634000778198242, 16.159000396728516, 16.4950008392334, 17.327999114990234]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.52199935913086, 17.534000396728516, 17.202999114990234, 16.722000122070312, 16.231000900268555, 17.434999465942383, 17.33099937438965, 17.81399917602539, 17.375999450683594, 16.826000213623047, 17.19499969482422, 17.386999130249023, 17.19499969482422, 16.634000778198242, 16.159000396728516, 16.4950008392334, 17.327999114990234]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.52199935913086, 17.534000396728516, 17.202999114990234, 16.722000122070312, 16.231000900268555, 17.434999465942383, 17.33099937438965, 17.81399917602539, 17.375999450683594, 16.826000213623047, 17.19499969482422, 17.386999130249023, 17.19499969482422, 16.634000778198242, 16.159000396728516, 16.4950008392334, 17.327999114990234]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.52199935913086, 17.447999954223633, 17.202999114990234, 16.722000122070312, 16.231000900268555, 17.434999465942383, 17.288000106811523, 17.81399917602539, 17.375999450683594, 16.725000381469727, 17.19499969482422, 17.386999130249023, 17.19499969482422, 16.56399917602539, 16.086000442504883, 16.4950008392334, 17.2450008392334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.492000579833984, 17.447999954223633, 17.202999114990234, 16.722000122070312, 16.231000900268555, 17.434999465942383, 17.288000106811523, 17.71500015258789, 17.31999969482422, 16.725000381469727, 17.19499969482422, 17.386999130249023, 17.19499969482422, 16.56399917602539, 16.086000442504883, 16.4950008392334, 17.2450008392334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.492000579833984, 17.447999954223633, 17.202999114990234, 16.666000366210938, 16.231000900268555, 17.378999710083008, 17.288000106811523, 17.71500015258789, 17.31999969482422, 16.725000381469727, 17.09600067138672, 17.2450008392334, 17.055999755859375, 16.56399917602539, 16.086000442504883, 16.4950008392334, 17.2450008392334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.492000579833984, 17.447999954223633, 17.104000091552734, 16.666000366210938, 16.145000457763672, 17.378999710083008, 17.288000106811523, 17.71500015258789, 17.31999969482422, 16.725000381469727, 17.09600067138672, 17.2450008392334, 17.055999755859375, 16.56399917602539, 16.086000442504883, 16.4950008392334, 17.2450008392334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.492000579833984, 17.447999954223633, 17.104000091552734, 16.666000366210938, 16.145000457763672, 17.378999710083008, 17.288000106811523, 17.71500015258789, 17.31999969482422, 16.725000381469727, 17.09600067138672, 17.2450008392334, 17.055999755859375, 16.56399917602539, 16.086000442504883, 16.4950008392334, 17.2450008392334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.492000579833984, 17.336000442504883, 17.104000091552734, 16.666000366210938, 16.145000457763672, 17.378999710083008, 17.176000595092773, 17.71500015258789, 17.31999969482422, 16.625999450683594, 17.09600067138672, 17.2450008392334, 17.055999755859375, 16.450000762939453, 15.972000122070312, 16.4950008392334, 17.2450008392334]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.406999588012695, 17.336000442504883, 17.104000091552734, 16.666000366210938, 16.145000457763672, 17.378999710083008, 17.176000595092773, 17.632999420166016, 17.179000854492188, 16.625999450683594, 17.09600067138672, 17.2450008392334, 17.055999755859375, 16.450000762939453, 15.972000122070312, 16.4950008392334, 17.131000518798828]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.406999588012695, 17.336000442504883, 17.104000091552734, 16.666000366210938, 16.145000457763672, 17.224000930786133, 17.176000595092773, 17.632999420166016, 17.179000854492188, 16.625999450683594, 16.996999740600586, 17.18899917602539, 16.969999313354492, 16.450000762939453, 15.972000122070312, 16.35300064086914, 17.131000518798828]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.406999588012695, 17.336000442504883, 17.104000091552734, 16.579999923706055, 16.076000213623047, 17.224000930786133, 17.176000595092773, 17.632999420166016, 17.179000854492188, 16.625999450683594, 16.996999740600586, 17.18899917602539, 16.969999313354492, 16.450000762939453, 15.972000122070312, 16.35300064086914, 17.131000518798828]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.406999588012695, 17.336000442504883, 17.0049991607666, 16.579999923706055, 16.076000213623047, 17.224000930786133, 17.176000595092773, 17.632999420166016, 17.179000854492188, 16.625999450683594, 16.996999740600586, 17.18899917602539, 16.969999313354492, 16.450000762939453, 15.972000122070312, 16.35300064086914, 17.131000518798828]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.406999588012695, 17.336000442504883, 17.0049991607666, 16.579999923706055, 16.076000213623047, 17.224000930786133, 17.07699966430664, 17.632999420166016, 17.179000854492188, 16.542999267578125, 16.996999740600586, 17.18899917602539, 16.969999313354492, 16.3799991607666, 15.916000366210938, 16.35300064086914, 17.131000518798828]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.406999588012695, 17.253000259399414, 17.0049991607666, 16.579999923706055, 16.076000213623047, 17.224000930786133, 17.07699966430664, 17.51799964904785, 17.179000854492188, 16.542999267578125, 16.996999740600586, 17.18899917602539, 16.969999313354492, 16.3799991607666, 15.916000366210938, 16.35300064086914, 17.0049991607666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.393999099731445, 17.253000259399414, 17.0049991607666, 16.579999923706055, 16.076000213623047, 17.138999938964844, 17.07699966430664, 17.51799964904785, 17.09600067138672, 16.542999267578125, 16.898000717163086, 17.09000015258789, 16.83099937438965, 16.3799991607666, 15.916000366210938, 16.35300064086914, 17.0049991607666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.393999099731445, 17.253000259399414, 17.0049991607666, 16.52400016784668, 15.98799991607666, 17.138999938964844, 17.07699966430664, 17.51799964904785, 17.09600067138672, 16.542999267578125, 16.898000717163086, 17.09000015258789, 16.83099937438965, 16.3799991607666, 15.916000366210938, 16.31100082397461, 17.0049991607666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.393999099731445, 17.253000259399414, 16.93600082397461, 16.52400016784668, 15.98799991607666, 17.138999938964844, 17.07699966430664, 17.51799964904785, 17.09600067138672, 16.542999267578125, 16.898000717163086, 17.09000015258789, 16.83099937438965, 16.3799991607666, 15.916000366210938, 16.31100082397461, 17.0049991607666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.393999099731445, 17.253000259399414, 16.93600082397461, 16.52400016784668, 15.98799991607666, 17.138999938964844, 17.034000396728516, 17.51799964904785, 17.09600067138672, 16.48699951171875, 16.898000717163086, 17.09000015258789, 16.83099937438965, 16.336999893188477, 15.902000427246094, 16.31100082397461, 17.0049991607666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.393999099731445, 17.167999267578125, 16.93600082397461, 16.52400016784668, 15.98799991607666, 17.138999938964844, 17.034000396728516, 17.43199920654297, 17.09600067138672, 16.48699951171875, 16.898000717163086, 17.09000015258789, 16.83099937438965, 16.336999893188477, 15.902000427246094, 16.31100082397461, 16.920000076293945]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.367000579833984, 17.167999267578125, 16.93600082397461, 16.52400016784668, 15.98799991607666, 17.082000732421875, 17.034000396728516, 17.43199920654297, 17.05299949645996, 16.48699951171875, 16.898000717163086, 17.09000015258789, 16.743000030517578, 16.336999893188477, 15.902000427246094, 16.31100082397461, 16.920000076293945]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.367000579833984, 17.167999267578125, 16.93600082397461, 16.49799919128418, 15.932000160217285, 17.082000732421875, 17.034000396728516, 17.43199920654297, 17.05299949645996, 16.48699951171875, 16.854999542236328, 17.0049991607666, 16.743000030517578, 16.336999893188477, 15.902000427246094, 16.2549991607666, 16.920000076293945]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.367000579833984, 17.167999267578125, 16.850000381469727, 16.49799919128418, 15.932000160217285, 17.082000732421875, 17.034000396728516, 17.43199920654297, 17.05299949645996, 16.48699951171875, 16.854999542236328, 17.0049991607666, 16.743000030517578, 16.336999893188477, 15.902000427246094, 16.2549991607666, 16.920000076293945]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.367000579833984, 17.167999267578125, 16.850000381469727, 16.49799919128418, 15.932000160217285, 17.082000732421875, 16.992000579833984, 17.43199920654297, 17.05299949645996, 16.42799949645996, 16.854999542236328, 17.0049991607666, 16.743000030517578, 16.336999893188477, 15.873000144958496, 16.2549991607666, 16.920000076293945]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.367000579833984, 17.097999572753906, 16.850000381469727, 16.49799919128418, 15.932000160217285, 17.082000732421875, 16.992000579833984, 17.304000854492188, 17.05299949645996, 16.42799949645996, 16.854999542236328, 17.0049991607666, 16.743000030517578, 16.308000564575195, 15.873000144958496, 16.2549991607666, 16.86400032043457]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.35099983215332, 17.097999572753906, 16.850000381469727, 16.49799919128418, 15.932000160217285, 17.082000732421875, 16.992000579833984, 17.304000854492188, 16.968000411987305, 16.42799949645996, 16.854999542236328, 17.0049991607666, 16.743000030517578, 16.308000564575195, 15.873000144958496, 16.2549991607666, 16.86400032043457]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.35099983215332, 17.097999572753906, 16.850000381469727, 16.454999923706055, 15.932000160217285, 17.01300048828125, 16.992000579833984, 17.304000854492188, 16.968000411987305, 16.42799949645996, 16.797000885009766, 16.948999404907227, 16.687000274658203, 16.308000564575195, 15.873000144958496, 16.21500015258789, 16.86400032043457]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.35099983215332, 17.097999572753906, 16.822999954223633, 16.454999923706055, 15.932000160217285, 17.01300048828125, 16.992000579833984, 17.304000854492188, 16.968000411987305, 16.42799949645996, 16.797000885009766, 16.948999404907227, 16.687000274658203, 16.308000564575195, 15.873000144958496, 16.21500015258789, 16.86400032043457]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.35099983215332, 17.097999572753906, 16.822999954223633, 16.454999923706055, 15.932000160217285, 17.01300048828125, 16.948999404907227, 17.304000854492188, 16.968000411987305, 16.415000915527344, 16.797000885009766, 16.948999404907227, 16.687000274658203, 16.308000564575195, 15.873000144958496, 16.21500015258789, 16.86400032043457]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.35099983215332, 17.040000915527344, 16.822999954223633, 16.454999923706055, 15.932000160217285, 17.01300048828125, 16.948999404907227, 17.263999938964844, 16.968000411987305, 16.415000915527344, 16.797000885009766, 16.948999404907227, 16.687000274658203, 16.225000381469727, 15.817000389099121, 16.21500015258789, 16.822999954223633]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.31100082397461, 17.040000915527344, 16.822999954223633, 16.454999923706055, 15.932000160217285, 17.01300048828125, 16.948999404907227, 17.263999938964844, 16.92799949645996, 16.415000915527344, 16.797000885009766, 16.948999404907227, 16.687000274658203, 16.225000381469727, 15.817000389099121, 16.21500015258789, 16.822999954223633]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.31100082397461, 17.040000915527344, 16.822999954223633, 16.39900016784668, 15.932000160217285, 16.983999252319336, 16.948999404907227, 17.263999938964844, 16.92799949645996, 16.415000915527344, 16.711000442504883, 16.850000381469727, 16.631000518798828, 16.225000381469727, 15.817000389099121, 16.172000885009766, 16.822999954223633]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.31100082397461, 17.040000915527344, 16.822999954223633, 16.39900016784668, 15.918000221252441, 16.983999252319336, 16.948999404907227, 17.263999938964844, 16.92799949645996, 16.415000915527344, 16.711000442504883, 16.850000381469727, 16.631000518798828, 16.225000381469727, 15.817000389099121, 16.172000885009766, 16.822999954223633]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.31100082397461, 17.040000915527344, 16.749000549316406, 16.39900016784668, 15.918000221252441, 16.983999252319336, 16.948999404907227, 17.263999938964844, 16.92799949645996, 16.358999252319336, 16.711000442504883, 16.850000381469727, 16.631000518798828, 16.225000381469727, 15.817000389099121, 16.172000885009766, 16.822999954223633]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.31100082397461, 17.040000915527344, 16.749000549316406, 16.39900016784668, 15.918000221252441, 16.983999252319336, 16.922000885009766, 17.179000854492188, 16.92799949645996, 16.358999252319336, 16.711000442504883, 16.850000381469727, 16.631000518798828, 16.195999145507812, 15.789999961853027, 16.172000885009766, 16.822999954223633]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.23900032043457, 17.0, 16.749000549316406, 16.39900016784668, 15.918000221252441, 16.983999252319336, 16.922000885009766, 17.179000854492188, 16.871999740600586, 16.358999252319336, 16.711000442504883, 16.850000381469727, 16.631000518798828, 16.195999145507812, 15.789999961853027, 16.172000885009766, 16.722000122070312]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.23900032043457, 17.0, 16.749000549316406, 16.356000900268555, 15.918000221252441, 16.913999557495117, 16.922000885009766, 17.179000854492188, 16.871999740600586, 16.358999252319336, 16.642000198364258, 16.80500030517578, 16.54800033569336, 16.195999145507812, 15.789999961853027, 16.101999282836914, 16.722000122070312]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.23900032043457, 17.0, 16.749000549316406, 16.356000900268555, 15.845999717712402, 16.913999557495117, 16.922000885009766, 17.179000854492188, 16.871999740600586, 16.358999252319336, 16.642000198364258, 16.80500030517578, 16.54800033569336, 16.195999145507812, 15.789999961853027, 16.101999282836914, 16.722000122070312]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.23900032043457, 17.0, 16.70599937438965, 16.356000900268555, 15.845999717712402, 16.913999557495117, 16.922000885009766, 17.179000854492188, 16.871999740600586, 16.31599998474121, 16.642000198364258, 16.80500030517578, 16.54800033569336, 16.195999145507812, 15.789999961853027, 16.101999282836914, 16.722000122070312]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.23900032043457, 17.0, 16.70599937438965, 16.356000900268555, 15.845999717712402, 16.913999557495117, 16.865999221801758, 17.12299919128418, 16.871999740600586, 16.31599998474121, 16.642000198364258, 16.80500030517578, 16.54800033569336, 16.152999877929688, 15.718000411987305, 16.101999282836914, 16.722000122070312]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.23900032043457, 16.969999313354492, 16.70599937438965, 16.356000900268555, 15.845999717712402, 16.913999557495117, 16.865999221801758, 17.12299919128418, 16.783000946044922, 16.31599998474121, 16.642000198364258, 16.80500030517578, 16.54800033569336, 16.152999877929688, 15.718000411987305, 16.101999282836914, 16.636999130249023]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.23900032043457, 16.969999313354492, 16.70599937438965, 16.299999237060547, 15.845999717712402, 16.871999740600586, 16.865999221801758, 17.12299919128418, 16.783000946044922, 16.31599998474121, 16.57200050354004, 16.80500030517578, 16.492000579833984, 16.152999877929688, 15.718000411987305, 16.101999282836914, 16.636999130249023]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.23900032043457, 16.969999313354492, 16.70599937438965, 16.299999237060547, 15.803000450134277, 16.871999740600586, 16.865999221801758, 17.12299919128418, 16.783000946044922, 16.31599998474121, 16.57200050354004, 16.761999130249023, 16.492000579833984, 16.152999877929688, 15.718000411987305, 16.04400062561035, 16.636999130249023]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.23900032043457, 16.969999313354492, 16.666000366210938, 16.299999237060547, 15.803000450134277, 16.871999740600586, 16.865999221801758, 17.12299919128418, 16.783000946044922, 16.273000717163086, 16.57200050354004, 16.761999130249023, 16.492000579833984, 16.152999877929688, 15.718000411987305, 16.04400062561035, 16.636999130249023]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.23900032043457, 16.969999313354492, 16.666000366210938, 16.299999237060547, 15.803000450134277, 16.871999740600586, 16.865999221801758, 17.12299919128418, 16.783000946044922, 16.273000717163086, 16.57200050354004, 16.761999130249023, 16.492000579833984, 16.152999877929688, 15.718000411987305, 16.04400062561035, 16.636999130249023]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.23900032043457, 16.944000244140625, 16.666000366210938, 16.299999237060547, 15.803000450134277, 16.871999740600586, 16.865999221801758, 17.108999252319336, 16.753999710083008, 16.273000717163086, 16.57200050354004, 16.761999130249023, 16.492000579833984, 16.110000610351562, 15.718000411987305, 16.04400062561035, 16.5939998626709]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.195999145507812, 16.944000244140625, 16.666000366210938, 16.270999908447266, 15.803000450134277, 16.871999740600586, 16.865999221801758, 17.108999252319336, 16.753999710083008, 16.273000717163086, 16.57200050354004, 16.761999130249023, 16.492000579833984, 16.110000610351562, 15.718000411987305, 16.04400062561035, 16.5939998626709]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.195999145507812, 16.944000244140625, 16.666000366210938, 16.270999908447266, 15.777000427246094, 16.812999725341797, 16.865999221801758, 17.108999252319336, 16.753999710083008, 16.273000717163086, 16.542999267578125, 16.722000122070312, 16.46299934387207, 16.110000610351562, 15.718000411987305, 16.013999938964844, 16.5939998626709]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[16.195999145507812, 16.944000244140625, 16.62299919128418, 16.270999908447266, 15.777000427246094, 16.812999725341797, 16.865999221801758, 17.108999252319336, 16.753999710083008, 16.232999801635742, 16.542999267578125, 16.722000122070312, 16.46299934387207, 16.110000610351562, 15.718000411987305, 16.013999938964844, 16.5939998626709]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
