Total Topk Error Scores,Ground Values,,,,,
,,,,,,
0.741705682,0,,,,,
,,,,,,
0.722874931,0,,,,,
,,,,,,
0.481983528,0,,,,,
,,,,,,
0.118080576,1,,,,,
,,,,,,
0.224571221,0,,,,,
,,,,,,
0.453249976,0,,,,,
,,,,,,
0.64875608,1,,,,,
,,,,,,
1.090357121,0,,,,,
,,,,,,
1.144944791,0,,,,,
,,,,,,
1.030242474,1,,,,,
,,,,,,
1.080708157,1,,,,,
,,,,,,
1.318863376,0,,,,,
,,,,,,
2.054061559,0,,,,,
,,,,,,
1.961670494,0,,,,,
,,,,,,
2.008033053,1,,,,,
,,,,,,
1.726652466,0,,,,,
,,,,,,
0.822053481,1,,,,,
,,,,,,
0.676569797,0,,,,,
,,,,,,
0.704529803,0,,,,,
,,,,,,
0.588773901,1,,,,,
,,,,,,
0.610254783,0,,,,,
,,,,,,
0.696495765,1,,,,,
,,,,,,
0.690993777,1,,,,,
,,,,,,
1.173765395,0,,,,,
,,,,,,
1.363024664,0,,,,,
,,,,,,
1.256435366,1,,,,,
,,,,,,
1.020188399,0,,,,,
,,,,,,
1.002436605,1,,,,,
,,,,,,
0.85147956,1,,,,,
,,,,,,
0.923702665,1,,,,,
,,,,,,
0.873132007,1,,,,,
,,,,,,
1.332829044,0,,,,,
,,,,,,
1.504765358,0,,,,,
,,,,,,
1.68800709,1,,,,,
,,,,,,
1.394749834,1,,,,,
,,,,,,
0.706952097,0,,,,,
,,,,,,
0.259186123,0,,,,,
,,,,,,
0.190609633,1,,,,,
,,,,,,
0.343279071,0,,,,,
,,,,,,
0.450835261,0,,,,,
,,,,,,
0.549867399,0,,,,,
,,,,,,
0.501605861,1,,,,,
,,,,,,
0.584524572,0,,,,,
,,,,,,
0.80423767,0,,,,,
,,,,,,
1.016997744,0,,,,,
,,,,,,
1.117004441,0,,,,,
,,,,,,
0.793043586,0,,,,,
,,,,,,
0.449944704,0,,,,,
,,,,,,
-0.131052001,0,,,,,
,,,,,,
-0.230375734,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.144686593,1,,,,,
,,,,,,
0.245615125,1,,,,,
,,,,,,
0.369681638,0,,,,,
,,,,,,
0.619676397,1,,,,,
,,,,,,
1.072338978,0,,,,,
,,,,,,
1.119307725,0,,,,,
,,,,,,
1.047851627,1,,,,,
,,,,,,
1.245939306,0,,,,,
,,,,,,
1.126950831,0,,,,,
,,,,,,
1.064428917,0,,,,,
,,,,,,
0.862436968,1,,,,,
,,,,,,
0.537268661,0,,,,,
,,,,,,
0.410351701,1,,,,,
,,,,,,
0.490465805,0,,,,,
,,,,,,
0.558399202,0,,,,,
,,,,,,
0.527937937,0,,,,,
,,,,,,
0.42716946,0,,,,,
,,,,,,
0.101614165,0,,,,,
,,,,,,
-0.098122234,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.251691715,0,,,,,
,,,,,,
-0.049281895,0,,,,,
,,,,,,
0.251892146,0,,,,,
,,,,,,
0.346567525,0,,,,,
,,,,,,
0.169486934,0,,,,,
,,,,,,
-0.032922885,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.075206791,0,,,,,
,,,,,,
0.199198287,0,,,,,
,,,,,,
0.373348311,1,,,,,
,,,,,,
0.633505983,1,,,,,
,,,,,,
0.682987915,0,,,,,
,,,,,,
0.857300664,1,,,,,
,,,,,,
1.049334537,0,,,,,
,,,,,,
1.047069666,0,,,,,
,,,,,,
0.966574794,0,,,,,
,,,,,,
0.535964347,0,,,,,
,,,,,,
0.177126819,1,,,,,
,,,,,,
0.509686001,0,,,,,
,,,,,,
0.908984169,0,,,,,
,,,,,,
1.386102993,0,,,,,
,,,,,,
1.593122197,0,,,,,
,,,,,,
1.017087564,0,,,,,
,,,,,,
0.612165035,0,,,,,
,,,,,,
-0.071174116,1,,,,,
,,,,,,
-0.205571612,0,,,,,
,,,,,,
-0.241214631,1,,,,,
,,,,,,
-0.077491678,0,,,,,
,,,,,,
0.045319843,0,,,,,
,,,,,,
0.232274971,1,,,,,
,,,,,,
0.48956576,0,,,,,
,,,,,,
0.483364034,0,,,,,
,,,,,,
0.561817819,0,,,,,
,,,,,,
0.621076963,1,,,,,
,,,,,,
0.427856225,1,,,,,
,,,,,,
0.966200075,0,,,,,
,,,,,,
1.489878961,1,,,,,
,,,,,,
1.860267948,0,,,,,
,,,,,,
1.887212405,1,,,,,
,,,,,,
1.793378525,0,,,,,
,,,,,,
1.63316502,0,,,,,
,,,,,,
1.906771201,1,,,,,
,,,,,,
2.060826599,0,,,,,
,,,,,,
1.574254349,0,,,,,
,,,,,,
1.138597098,1,,,,,
,,,,,,
0.72241496,0,,,,,
,,,,,,
0.395388339,0,,,,,
,,,,,,
0.121421338,1,,,,,
,,,,,,
0.207403457,0,,,,,
,,,,,,
0.260182794,1,,,,,
,,,,,,
0.581441183,0,,,,,
,,,,,,
0.753100883,0,,,,,
,,,,,,
0.658488792,0,,,,,
,,,,,,
0.533857865,0,,,,,
,,,,,,
0.319033786,0,,,,,
,,,,,,
0.062701139,0,,,,,
,,,,,,
-0.171325337,0,,,,,
,,,,,,
-0.223969451,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.026515961,0,,,,,
,,,,,,
0.220787204,0,,,,,
,,,,,,
0.488408481,0,,,,,
,,,,,,
0.574757811,0,,,,,
,,,,,,
0.255237416,0,,,,,
,,,,,,
0.042949952,1,,,,,
,,,,,,
-0.126187622,0,,,,,
,,,,,,
0.056805798,1,,,,,
,,,,,,
0.366794091,0,,,,,
,,,,,,
1.005843655,0,,,,,
,,,,,,
1.392193623,0,,,,,
,,,,,,
1.424024759,0,,,,,
,,,,,,
1.174393604,1,,,,,
,,,,,,
0.792969301,0,,,,,
,,,,,,
0.580247299,0,,,,,
,,,,,,
0.657388454,1,,,,,
,,,,,,
0.591100661,1,,,,,
,,,,,,
0.433728489,1,,,,,
,,,,,,
0.714893069,0,,,,,
,,,,,,
0.605164896,1,,,,,
,,,,,,
0.751482074,0,,,,,
,,,,,,
0.534095336,0,,,,,
,,,,,,
0.361905485,1,,,,,
,,,,,,
0.578206131,1,,,,,
,,,,,,
0.557628379,1,,,,,
,,,,,,
0.628615237,0,,,,,
,,,,,,
1.15224626,1,,,,,
,,,,,,
1.219167003,0,,,,,
,,,,,,
1.234317576,0,,,,,
,,,,,,
1.070713941,0,,,,,
,,,,,,
0.698665747,0,,,,,
,,,,,,
0.543334853,0,,,,,
,,,,,,
0.216858779,0,,,,,
,,,,,,
-0.179021778,1,,,,,
,,,,,,
0.034641137,0,,,,,
,,,,,,
0.309782698,1,,,,,
,,,,,,
0.524505038,1,,,,,
,,,,,,
0.72558133,0,,,,,
,,,,,,
1.013320494,0,,,,,
,,,,,,
1.147144277,0,,,,,
,,,,,,
0.894518661,0,,,,,
,,,,,,
0.460131813,0,,,,,
,,,,,,
0.046391371,0,,,,,
,,,,,,
-0.186319756,0,,,,,
,,,,,,
-0.211489131,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.103389735,0,,,,,
,,,,,,
0.132523773,1,,,,,
,,,,,,
0.605539286,0,,,,,
,,,,,,
0.913310376,0,,,,,
,,,,,,
0.943294712,0,,,,,
,,,,,,
0.876878375,0,,,,,
,,,,,,
0.714540716,0,,,,,
,,,,,,
0.240728923,1,,,,,
,,,,,,
0.138227847,0,,,,,
,,,,,,
0.381877608,0,,,,,
,,,,,,
0.534626429,0,,,,,
,,,,,,
0.591100661,0,,,,,
,,,,,,
0.391169133,0,,,,,
,,,,,,
0.074545925,0,,,,,
,,,,,,
-0.150297806,1,,,,,
,,,,,,
-0.13615309,0,,,,,
,,,,,,
0.045319814,1,,,,,
,,,,,,
0.232274897,0,,,,,
,,,,,,
0.302365477,0,,,,,
,,,,,,
0.060703428,0,,,,,
,,,,,,
-0.011204416,0,,,,,
,,,,,,
-0.104631823,1,,,,,
,,,,,,
0.128900494,0,,,,,
,,,,,,
0.655379319,0,,,,,
,,,,,,
1.003713181,0,,,,,
,,,,,,
1.11466944,0,,,,,
,,,,,,
0.809584459,1,,,,,
,,,,,,
0.79964813,1,,,,,
,,,,,,
1.052917938,0,,,,,
,,,,,,
2.311802654,0,,,,,
,,,,,,
3.121486202,0,,,,,
,,,,,,
3.487240447,0,,,,,
,,,,,,
2.679042353,0,,,,,
,,,,,,
1.369949999,0,,,,,
,,,,,,
0.278451688,0,,,,,
,,,,,,
-0.067556551,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.251691648,0,,,,,
,,,,,,
-0.056254036,1,,,,,
,,,,,,
0.835835264,1,,,,,
,,,,,,
1.175223025,1,,,,,
,,,,,,
1.951769541,0,,,,,
,,,,,,
2.119232658,1,,,,,
,,,,,,
1.741120041,0,,,,,
,,,,,,
1.71704741,0,,,,,
,,,,,,
0.759313939,1,,,,,
,,,,,,
0.518017876,0,,,,,
,,,,,,
0.285774519,1,,,,,
,,,,,,
0.7226304,0,,,,,
,,,,,,
0.9074258,1,,,,,
,,,,,,
0.973480898,0,,,,,
,,,,,,
0.913228069,0,,,,,
,,,,,,
0.474989626,1,,,,,
,,,,,,
0.332685543,0,,,,,
,,,,,,
0.206064825,1,,,,,
,,,,,,
0.324336446,0,,,,,
,,,,,,
0.428694044,0,,,,,
,,,,,,
0.703874332,1,,,,,
,,,,,,
0.980169753,1,,,,,
,,,,,,
0.927291018,0,,,,,
,,,,,,
1.047133971,0,,,,,
,,,,,,
1.058098661,0,,,,,
,,,,,,
0.882459479,0,,,,,
,,,,,,
0.620481226,1,,,,,
,,,,,,
0.248052379,0,,,,,
,,,,,,
0.247703837,0,,,,,
,,,,,,
0.374372978,1,,,,,
,,,,,,
0.669152471,1,,,,,
,,,,,,
0.712877772,0,,,,,
,,,,,,
0.86603008,0,,,,,
,,,,,,
1.070626749,0,,,,,
,,,,,,
1.210903117,0,,,,,
,,,,,,
0.836534145,1,,,,,
,,,,,,
0.113510921,0,,,,,
,,,,,,
0.169014799,0,,,,,
,,,,,,
0.403562672,0,,,,,
,,,,,,
0.485281377,1,,,,,
,,,,,,
0.183763693,0,,,,,
,,,,,,
0.36968167,1,,,,,
,,,,,,
0.741986119,1,,,,,
,,,,,,
1.358851123,0,,,,,
,,,,,,
1.799070297,0,,,,,
,,,,,,
1.779443929,1,,,,,
,,,,,,
1.532597229,0,,,,,
,,,,,,
1.180408603,0,,,,,
,,,,,,
1.03249243,0,,,,,
,,,,,,
0.907047553,0,,,,,
,,,,,,
0.50217037,0,,,,,
,,,,,,
0.143518636,0,,,,,
,,,,,,
-0.131661651,0,,,,,
,,,,,,
-0.199612487,1,,,,,
,,,,,,
-0.018347908,0,,,,,
,,,,,,
0.332901955,0,,,,,
,,,,,,
0.557462464,0,,,,,
,,,,,,
0.621077019,0,,,,,
,,,,,,
0.427856249,0,,,,,
,,,,,,
0.076606386,0,,,,,
,,,,,,
-0.147954123,0,,,,,
,,,,,,
-0.211568677,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.13154152,0,,,,,
,,,,,,
0.065645995,1,,,,,
,,,,,,
0.466926105,1,,,,,
,,,,,,
0.988057235,0,,,,,
,,,,,,
1.285884481,0,,,,,
,,,,,,
1.197004608,0,,,,,
,,,,,,
0.785924002,0,,,,,
,,,,,,
0.551738669,1,,,,,
,,,,,,
0.079389358,1,,,,,
,,,,,,
0.250337429,0,,,,,
,,,,,,
0.595407531,1,,,,,
,,,,,,
0.789450283,0,,,,,
,,,,,,
0.985823041,1,,,,,
,,,,,,
1.409744111,0,,,,,
,,,,,,
1.675334087,0,,,,,
,,,,,,
1.211319687,1,,,,,
,,,,,,
0.92908349,0,,,,,
,,,,,,
0.589945096,0,,,,,
,,,,,,
0.466841914,0,,,,,
,,,,,,
0.275739979,0,,,,,
,,,,,,
0.092316874,1,,,,,
,,,,,,
-0.072287593,0,,,,,
,,,,,,
0.045319814,0,,,,,
,,,,,,
0.232274868,1,,,,,
,,,,,,
0.302365492,0,,,,,
,,,,,,
0.124604675,1,,,,,
,,,,,,
0.274202377,0,,,,,
,,,,,,
0.317640561,0,,,,,
,,,,,,
0.187051099,1,,,,,
,,,,,,
0.229673918,0,,,,,
,,,,,,
0.191982964,1,,,,,
,,,,,,
0.302592956,1,,,,,
,,,,,,
0.161816615,1,,,,,
,,,,,,
0.564123038,0,,,,,
,,,,,,
1.119351736,0,,,,,
,,,,,,
1.394307567,0,,,,,
,,,,,,
1.434297631,0,,,,,
,,,,,,
0.795953708,0,,,,,
,,,,,,
0.236076939,1,,,,,
,,,,,,
-0.11369181,0,,,,,
,,,,,,
-0.069458791,0,,,,,
,,,,,,
0.058780828,0,,,,,
,,,,,,
0.112692536,0,,,,,
,,,,,,
-0.058914343,0,,,,,
,,,,,,
-0.19261138,1,,,,,
,,,,,,
-0.015336997,0,,,,,
,,,,,,
0.332901939,0,,,,,
,,,,,,
0.5574624,0,,,,,
,,,,,,
0.621076971,0,,,,,
,,,,,,
0.427856209,1,,,,,
,,,,,,
0.386734754,0,,,,,
,,,,,,
0.588898305,0,,,,,
,,,,,,
0.794352174,1,,,,,
,,,,,,
1.539505237,1,,,,,
,,,,,,
1.532259541,1,,,,,
,,,,,,
2.046875674,0,,,,,
,,,,,,
2.505902915,0,,,,,
,,,,,,
2.466351353,0,,,,,
,,,,,,
2.189464178,1,,,,,
,,,,,,
1.643361435,0,,,,,
,,,,,,
1.183914771,0,,,,,
,,,,,,
0.991220134,1,,,,,
,,,,,,
0.928555095,0,,,,,
,,,,,,
0.881740204,1,,,,,
,,,,,,
0.79716535,0,,,,,
,,,,,,
0.459508158,0,,,,,
,,,,,,
0.656949886,1,,,,,
,,,,,,
0.679265663,0,,,,,
,,,,,,
0.502457426,1,,,,,
,,,,,,
0.870481732,0,,,,,
,,,,,,
0.738218929,0,,,,,
,,,,,,
0.771438967,1,,,,,
,,,,,,
0.705156898,0,,,,,
,,,,,,
0.173972916,1,,,,,
,,,,,,
0.37304793,1,,,,,
,,,,,,
0.721271112,1,,,,,
,,,,,,
1.605829784,0,,,,,
,,,,,,
2.464642984,0,,,,,
,,,,,,
3.008063046,0,,,,,
,,,,,,
3.129130718,0,,,,,
,,,,,,
1.853610462,0,,,,,
,,,,,,
0.94428809,0,,,,,
,,,,,,
0.163961298,0,,,,,
,,,,,,
-0.153881946,1,,,,,
,,,,,,
0.009972928,0,,,,,
,,,,,,
0.399076165,1,,,,,
,,,,,,
0.954612219,0,,,,,
,,,,,,
1.159428409,0,,,,,
,,,,,,
0.968447288,0,,,,,
,,,,,,
0.840383276,0,,,,,
,,,,,,
0.443833129,0,,,,,
,,,,,,
0.146170006,1,,,,,
,,,,,,
0.020459668,0,,,,,
,,,,,,
0.192758646,0,,,,,
,,,,,,
0.281697162,0,,,,,
,,,,,,
0.328136856,0,,,,,
,,,,,,
0.201083454,0,,,,,
,,,,,,
-0.034830086,0,,,,,
,,,,,,
-0.184003394,0,,,,,
,,,,,,
-0.230443089,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.173707866,0,,,,,
,,,,,,
0.190731446,0,,,,,
,,,,,,
0.303501076,0,,,,,
,,,,,,
0.384787013,0,,,,,
,,,,,,
0.19690805,0,,,,,
,,,,,,
-0.167531262,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.266038135,1,,,,,
,,,,,,
0.053783,0,,,,,
,,,,,,
0.42869414,0,,,,,
,,,,,,
0.703874396,0,,,,,
,,,,,,
0.766059888,0,,,,,
,,,,,,
0.518429729,0,,,,,
,,,,,,
0.143518588,0,,,,,
,,,,,,
-0.131661667,0,,,,,
,,,,,,
-0.199612495,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
0.037836038,0,,,,,
,,,,,,
0.463874603,0,,,,,
,,,,,,
0.738275523,1,,,,,
,,,,,,
0.811117283,0,,,,,
,,,,,,
0.648988851,1,,,,,
,,,,,,
1.080558625,1,,,,,
,,,,,,
1.189033676,1,,,,,
,,,,,,
1.160186999,0,,,,,
,,,,,,
1.624117588,0,,,,,
,,,,,,
1.460535081,0,,,,,
,,,,,,
1.132366082,1,,,,,
,,,,,,
0.678806634,0,,,,,
,,,,,,
0.37068316,0,,,,,
,,,,,,
0.248236419,0,,,,,
,,,,,,
0.277413135,0,,,,,
,,,,,,
0.117506129,0,,,,,
,,,,,,
-0.059371628,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.267086378,1,,,,,
,,,,,,
-0.006840574,0,,,,,
,,,,,,
0.309782634,0,,,,,
,,,,,,
0.534626461,1,,,,,
,,,,,,
0.755127956,0,,,,,
,,,,,,
0.686852895,0,,,,,
,,,,,,
0.536375784,0,,,,,
,,,,,,
0.360448315,0,,,,,
,,,,,,
0.157140729,0,,,,,
,,,,,,
-0.034830014,0,,,,,
,,,,,,
-0.18400337,0,,,,,
,,,,,,
-0.230443081,1,,,,,
,,,,,,
-0.13615309,0,,,,,
,,,,,,
0.045319799,0,,,,,
,,,,,,
0.232274883,0,,,,,
,,,,,,
0.302365492,0,,,,,
,,,,,,
0.060703435,0,,,,,
,,,,,,
-0.111569816,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.075206807,0,,,,,
,,,,,,
0.199198271,0,,,,,
,,,,,,
0.373348343,0,,,,,
,,,,,,
0.42590143,0,,,,,
,,,,,,
0.277060615,0,,,,,
,,,,,,
0.002655537,1,,,,,
,,,,,,
-0.171494535,1,,,,,
,,,,,,
0.029407908,0,,,,,
,,,,,,
0.332901923,0,,,,,
,,,,,,
0.551697017,1,,,,,
,,,,,,
1.034778663,0,,,,,
,,,,,,
1.14130462,0,,,,,
,,,,,,
1.065235012,0,,,,,
,,,,,,
0.914390746,0,,,,,
,,,,,,
0.503500075,0,,,,,
,,,,,,
0.143518588,0,,,,,
,,,,,,
-0.131661667,1,,,,,
,,,,,,
0.110027109,0,,,,,
,,,,,,
0.463874667,0,,,,,
,,,,,,
0.738275651,1,,,,,
,,,,,,
1.104486613,0,,,,,
,,,,,,
1.076305301,0,,,,,
,,,,,,
0.874827276,0,,,,,
,,,,,,
0.667185575,1,,,,,
,,,,,,
0.5644797,1,,,,,
,,,,,,
0.299399494,1,,,,,
,,,,,,
0.555940469,1,,,,,
,,,,,,
1.383708673,0,,,,,
,,,,,,
1.930651022,1,,,,,
,,,,,,
2.277484584,1,,,,,
,,,,,,
1.963020489,0,,,,,
,,,,,,
1.367212239,0,,,,,
,,,,,,
0.839110788,0,,,,,
,,,,,,
0.632756152,0,,,,,
,,,,,,
0.366828695,0,,,,,
,,,,,,
-0.110347176,0,,,,,
,,,,,,
-0.236977307,1,,,,,
,,,,,,
-0.023555682,0,,,,,
,,,,,,
0.220787234,0,,,,,
,,,,,,
0.488408511,0,,,,,
,,,,,,
0.57475784,1,,,,,
,,,,,,
0.452264581,0,,,,,
,,,,,,
0.484056041,0,,,,,
,,,,,,
0.64875608,0,,,,,
,,,,,,
0.717244408,0,,,,,
,,,,,,
0.501699844,1,,,,,
,,,,,,
0.422725016,0,,,,,
,,,,,,
0.599769145,1,,,,,
,,,,,,
0.80611459,1,,,,,
,,,,,,
0.937231212,0,,,,,
,,,,,,
0.826694899,0,,,,,
,,,,,,
0.809001956,0,,,,,
,,,,,,
0.872351413,0,,,,,
,,,,,,
0.570478371,1,,,,,
,,,,,,
0.22069873,0,,,,,
,,,,,,
0.388148613,0,,,,,
,,,,,,
0.566552681,0,,,,,
,,,,,,
0.593721308,1,,,,,
,,,,,,
0.393849872,1,,,,,
,,,,,,
0.237426009,0,,,,,
,,,,,,
0.314268986,1,,,,,
,,,,,,
0.429969733,0,,,,,
,,,,,,
0.421267617,1,,,,,
,,,,,,
0.480618301,1,,,,,
,,,,,,
0.500415303,0,,,,,
,,,,,,
0.740309717,0,,,,,
,,,,,,
0.789998686,0,,,,,
,,,,,,
0.501699836,0,,,,,
,,,,,,
0.112596599,0,,,,,
,,,,,,
-0.137083315,0,,,,,
,,,,,,
-0.205571644,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,0,,,,,
,,,,,,
-0.27180347,1,,,,,
,,,,,,
-0.042275692,1,,,,,
,,,,,,
0.114553603,0,,,,,
,,,,,,
0.710434392,0,,,,,
,,,,,,
0.908525729,0,,,,,
,,,,,,
1.07324331,0,,,,,
,,,,,,
0.724673218,1,,,,,
,,,,,,
0.359503424,1,,,,,
,,,,,,
0.701165582,0,,,,,
,,,,,,
1.28692136,0,,,,,
,,,,,,
1.388532899,0,,,,,
,,,,,,
1.173503308,0,,,,,
,,,,,,
0.669460075,1,,,,,
,,,,,,
0.56382616,0,,,,,
,,,,,,
1.229311208,1,,,,,
,,,,,,
1.689676385,1,,,,,
,,,,,,
2.209718206,0,,,,,
,,,,,,
1.971432043,0,,,,,
,,,,,,
1.356157006,0,,,,,
,,,,,,
0.741285181,1,,,,,
,,,,,,
0.227785305,1,,,,,
,,,,,,
0.448730812,0,,,,,
,,,,,,
0.770187415,0,,,,,
,,,,,,
0.797416862,0,,,,,
,,,,,,
0.6764057,0,,,,,
,,,,,,
0.446985801,1,,,,,
,,,,,,
0.199252248,0,,,,,
,,,,,,
0.299507286,0,,,,,
,,,,,,
0.421104207,1,,,,,
,,,,,,
0.42590143,1,,,,,
,,,,,,
0.656422576,0,,,,,
,,,,,,
0.914701984,1,,,,,
,,,,,,
1.304548781,0,,,,,
,,,,,,
1.380659056,0,,,,,
,,,,,,
1.20653495,0,,,,,
,,,,,,
0.858901286,1,,,,,
,,,,,,
0.768211624,1,,,,,
,,,,,,
0.730545967,1,,,,,
,,,,,,
1.245468058,1,,,,,
,,,,,,
1.836807764,1,,,,,
,,,,,,
2.035480684,0,,,,,
,,,,,,
1.912016139,0,,,,,
,,,,,,
1.422640825,0,,,,,
,,,,,,
0.872298185,1,,,,,
,,,,,,
0.600198088,0,,,,,
,,,,,,
0.153811567,0,,,,,
,,,,,,
0.147569336,1,,,,,
,,,,,,
0.229673954,0,,,,,
,,,,,,
0.191982964,0,,,,,
,,,,,,
0.302592997,0,,,,,
,,,,,,
0.161816646,0,,,,,
,,,,,,
0.122697836,0,,,,,
,,,,,,
-0.111569816,1,,,,,
,,,,,,
0.359585233,0,,,,,
,,,,,,
1.161364372,1,,,,,
,,,,,,
1.69852748,0,,,,,
,,,,,,
2.207690643,0,,,,,
,,,,,,
2.160648677,0,,,,,
,,,,,,
1.782105645,1,,,,,
,,,,,,
0.779587807,0,,,,,
,,,,,,
0.385435863,0,,,,,
,,,,,,
0.259755751,1,,,,,
,,,,,,
0.672270925,0,,,,,
,,,,,,
0.760299854,1,,,,,
,,,,,,
1.338464494,0,,,,,
,,,,,,
1.415871514,0,,,,,
,,,,,,
1.231043118,0,,,,,
,,,,,,
1.042184706,0,,,,,
,,,,,,
0.354458424,0,,,,,
,,,,,,
0.099564647,0,,,,,
,,,,,,
-0.159553771,1,,,,,
,,,,,,
-0.217789676,0,,,,,
,,,,,,
-0.12853237,1,,,,,
,,,,,,
0.443205721,0,,,,,
,,,,,,
0.582463181,0,,,,,
,,,,,,
0.587803563,1,,,,,
,,,,,,
0.590584538,1,,,,,
,,,,,,
0.375102852,0,,,,,
,,,,,,
0.801178244,0,,,,,
,,,,,,
0.787381033,1,,,,,
,,,,,,
1.094202604,0,,,,,
,,,,,,
0.92528833,0,,,,,
,,,,,,
0.489809484,0,,,,,
,,,,,,
0.365733819,1,,,,,
,,,,,,
0.429641697,0,,,,,
,,,,,,
0.651445612,1,,,,,
,,,,,,
1.029287186,1,,,,,
,,,,,,
1.630009465,0,,,,,
,,,,,,
2.113974879,1,,,,,
,,,,,,
2.393438809,0,,,,,
,,,,,,
2.226835917,0,,,,,
,,,,,,
1.785859636,1,,,,,
,,,,,,
1.183783824,1,,,,,
,,,,,,
0.815622854,1,,,,,
,,,,,,
1.072817593,0,,,,,
,,,,,,
1.098638511,0,,,,,
,,,,,,
1.075675027,0,,,,,
,,,,,,
1.162399166,0,,,,,
,,,,,,
0.790877282,0,,,,,
,,,,,,
0.102462627,0,,,,,
,,,,,,
-0.108280412,1,,,,,
,,,,,,
-0.172312104,0,,,,,
,,,,,,
-0.014330844,0,,,,,
,,,,,,
0.141485975,1,,,,,
,,,,,,
0.235693518,0,,,,,
,,,,,,
0.255651788,0,,,,,
,,,,,,
0.435120306,1,,,,,
,,,,,,
0.362517081,0,,,,,
,,,,,,
0.447677191,0,,,,,
,,,,,,
0.381793717,0,,,,,
,,,,,,
0.130314437,0,,,,,
,,,,,,
0.069296675,1,,,,,
,,,,,,
-0.066829918,0,,,,,
,,,,,,
0.187260243,0,,,,,
,,,,,,
0.361905469,0,,,,,
,,,,,,
0.410465786,1,,,,,
,,,,,,
0.512600482,0,,,,,
,,,,,,
0.571173188,0,,,,,
,,,,,,
0.664760202,1,,,,,
,,,,,,
1.184761507,0,,,,,
,,,,,,
1.325898304,0,,,,,
,,,,,,
1.488864233,0,,,,,
,,,,,,
1.272345185,0,,,,,
,,,,,,
0.765620301,0,,,,,
,,,,,,
0.305065928,0,,,,,
,,,,,,
-0.126986729,1,,,,,
,,,,,,
-0.166175615,1,,,,,
,,,,,,
0.431701131,1,,,,,
,,,,,,
0.982511893,1,,,,,
,,,,,,
1.493227695,0,,,,,
,,,,,,
1.844821887,0,,,,,
,,,,,,
1.930802025,0,,,,,
,,,,,,
1.417436717,0,,,,,
,,,,,,
0.566619201,0,,,,,
,,,,,,
0.085081547,0,,,,,
,,,,,,
-0.218890192,1,,,,,
,,,,,,
-0.061761454,0,,,,,
,,,,,,
0.124604595,0,,,,,
,,,,,,
0.274202297,0,,,,,
,,,,,,
0.317640489,0,,,,,
,,,,,,
0.187051067,1,,,,,
,,,,,,
0.19102478,1,,,,,
,,,,,,
0.354590778,0,,,,,
,,,,,,
0.507483333,1,,,,,
,,,,,,
0.642879545,0,,,,,
,,,,,,
0.776176091,0,,,,,
